Name,Phone_Number,Category,Sub_Categories,Website,Rating,Review_Number,Working_Hours,Media,Place_Google_ID,Longitude,Latitude,District,City,Pics_Number,Logo,Description,Description_AR,Zip,Price_Range,Verified,Amenities,Full_Address,Order_Link,Reservation_Link,Average_Bill,Status,HudHud_Media,Google_Link,Store_Front,Is_Landmark
NEGRO INTERNATIONAL SCHOOL,,Elementary school,Elementary school,,,,,[],ChIJredcK9UDLz4R1tHnnJHB59E,46.6914849,24.695588,Al Olaya,Riyadh,,,,,,,Claim this business,,"SA|12222|Riyadh|7696 Muhammad Al Muqaddisi, MMWR+6HX, 2767|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJredcK9UDLz4R1tHnnJHB59E,[],
GEEC (Gulf Elevators & Escalators Co.),+966 54 292 6116,Elevator manufacturer,Elevator manufacturer,http://www.gulfelevators.com/,,,,[],ChIJ6ydrIV4DLz4RZijgLMOtmIk,46.6935123,24.6776879,Al Olaya,Riyadh,,,,,,,Claim this business,,"SA|11543|Riyadh|Babtain Commercial Complex, Olaya St, Taya|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJ6ydrIV4DLz4RZijgLMOtmIk,[],
Embassy of Republic of Guine Bissau,,Embassy,Embassy,,,,,[],ChIJW9DIEQ0DLz4RwZD9mzc2grY,46.6814035,24.7097881,Al Olaya,Riyadh,,,,,,,Claim this business,,SA|Riyadh|12244|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJW9DIEQ0DLz4RwZD9mzc2grY,[],
سفارة جمهورية الاوروغواي,,Embassy,Embassy,,,,,[],ChIJLf216CUDLz4RPT3Sz9ISg9Q,46.6811158,24.7030037,Al Olaya,Riyadh,,,,,12241.0,,Claim this business,,SA|12241|Riyadh|6713 Al Ulaya|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJLf216CUDLz4RPT3Sz9ISg9Q,[],
Advantage Austria (Austrian Embassy Commercial Section),+966 11 211 0111,Embassy,Embassy,http://advantageaustria.org/sa,,,1: 8:30 AM–4:30 PM|2: 8:30 AM–4:30 PM|3: 8:30 AM–4:30 PM|4: 8:30 AM–4:30 PM|5: 8:30 AM–4:30 PM|6: Closed|7: Closed,[],ChIJbeu9xBQDLz4RaCFFFlou7fU,46.6742939,24.711614,Al Olaya,Riyadh,,,,,12214.0,,Claim this business,,SA|Riyadh|PM6F+JPV|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJbeu9xBQDLz4RaCFFFlou7fU,[],
Commercial Counsellor Office of Turkish Embassy in Riyadh,+966 11 288 5886,Government office,Government office,,,,1: 9 AM–5 PM|2: 9 AM–5 PM|3: 9 AM–5 PM|4: 9 AM–5 PM|5: 9 AM–5 PM|6: Closed|7: Closed,[],ChIJ90j5lqMDLz4RV4UWzHQh2M4,46.690129,24.6828846,Al Olaya,Riyadh,,,,,,,Claim this business,,"SA|12211|Riyadh|MMMR+532, Olaya St|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJ90j5lqMDLz4RV4UWzHQh2M4,[],
مركز الوئام الطبي,+966 11 201 3788,Hospital,Hospital,,,,1: 9 AM–11:30 PM|2: 9 AM–11:30 PM|3: 9 AM–11:30 PM|4: 9 AM–11:30 PM|5: 9 AM–11:30 PM|6: Closed|7: 9 AM–11:30 PM,[],ChIJ5__mijADLz4Rvv50xnrJ08s,46.6789947,24.695639,Al Olaya,Riyadh,,,,,12331.0,,Claim this business,,SA|12331|Riyadh|6876 Al Cheikh Mubarak Al Soubah|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJ5__mijADLz4Rvv50xnrJ08s,[],
شركة أنوارالمعرض السعودي للتجارة,+966 54 021 0181,Electrical supply store,Electrical supply store|Lighting store,,,,1: 6:30 AM–9 PM|2: 6:30 AM–9 PM|3: 6:30 AM–9 PM|4: 6:30 AM–9 PM|5: 6:30 AM–9 PM|6: 12:30–7 PM|7: 6:30 AM–9 PM,[],ChIJgVoACEoDLz4RLUlDO-lew7Y,46.6747521,24.6870901,Al Olaya,Riyadh,,,,,,,Claim this business,Delivery,SA|12313|Riyadh|MMPF+RWJ، شارع التخصيص ، العليا|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJgVoACEoDLz4RLUlDO-lew7Y,[],
Al Arabiya Energy Corporation,+966 11 460 0507,Oil & natural gas company,Oil & natural gas company,,,,,[],ChIJ8aOwDDoDLz4RwOGpdJfiAso,46.6805467,24.6950925,Al Olaya,Riyadh,,,,,,,Claim this business,,"SA|Riyadh|Suite 428, 2nd Floor, Tower 4, Al Mousa Center, Olaya Main Street|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJ8aOwDDoDLz4RwOGpdJfiAso,[],
PCF,+966 55 671 7806,Industrial engineer,Industrial engineer,http://www.pioneer.sa/,,,,[],ChIJRUQooBwDLz4RcE8qlCAd5OI,46.6877557,24.6821104,Al Olaya,Riyadh,,,,,,,Claim this business,,"SA|11555|Riyadh|MMJQ+R4R, Street 16|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJRUQooBwDLz4RcE8qlCAd5OI,[],
Creative summer travel agency,+966 59 440 7060,Travel agency,Travel agency,https://creativesummer.co/,,,1: Open 24 hours|2: Open 24 hours|3: Open 24 hours|4: Open 24 hours|5: Open 24 hours|6: Open 24 hours|7: Open 24 hours,[],ChIJFTFvegAdLz4R0gROKS_BnRQ,46.6645638,24.7079094,Al Olaya,Riyadh,,,,,,,Claim this business,,SA|Riyadh|12333|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJFTFvegAdLz4R0gROKS_BnRQ,[],
Geekay Advanced Trading Company,,Entertainment agency,Entertainment agency,http://www.geekay.com/,,,1: 9 AM–6 PM|2: 9 AM–6 PM|3: 9 AM–6 PM|4: 9 AM–6 PM|5: 9 AM–6 PM|6: Closed|7: Closed,[],ChIJH0pfb88DLz4RUUAJXPEYizo,46.6787515,24.7032266,Al Olaya,Riyadh,,,,,,,Claim this business,,"SA|12214|Riyadh|office 312, Musa bin nusair, Nemer Center 2, 3rd floor|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJH0pfb88DLz4RUUAJXPEYizo,[],
Imagination Saudi Arabia,,Event management company,Event management company,http://imagination.com/,,,1: 9:30 AM–5:30 PM|2: 9:30 AM–5:30 PM|3: 9:30 AM–5:30 PM|4: 9:30 AM–5:30 PM|5: 9:30 AM–5:30 PM|6: Closed|7: Closed,[],ChIJQUJhNQADLz4Re50x4Ir7c8o,46.6892996,24.6848541,Al Olaya,Riyadh,,,,,12211.0,,Claim this business,,SA|Riyadh|MMMQ+WPV|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJQUJhNQADLz4Re50x4Ir7c8o,[],
MIE EVENTS KSA,,Event management company,Event management company,https://www.miegroups.com/,,,,[],ChIJ5RwHXAADLz4RKYo4K9Rba0g,46.6890089,24.6871533,Al Olaya,Riyadh,,,,,,,Claim this business,,SA|12221|Riyadh|2551 شارع 28، RHOA6749، 6749|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJ5RwHXAADLz4RKYo4K9Rba0g,[],
Eventtec Co.,+966 55 157 6667,Event management company,Event management company,http://www.eventtec.com/,,,"1: 9 AM–6 PM|2: 9 AM–12 AM|3: 12–6 AM, 9 AM–12 AM|4: 12–6 AM, 9 AM–6 PM|5: 9 AM–6 PM|6: Closed|7: Closed",[],ChIJXQnPaWMDLz4RowVQlFc91qY,46.679221,24.6967203,Al Olaya,Riyadh,,,,,,,Claim this business,,"SA|12331|Riyadh|MMWH+MMQ, King Fahd Rd|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJXQnPaWMDLz4RowVQlFc91qY,[],
بيكو السعودية,+966 56 996 8866,Event management company,Event management company|Design agency|Event planner|Exhibition planner|Interior designer,,,,1: 8 AM–4 PM|2: 8 AM–4 PM|3: 8 AM–4 PM|4: 8 AM–4 PM|5: 8 AM–4 PM|6: Closed|7: Closed,[],ChIJD3MEM7cDLz4RIr9QVburKJs,46.6773101,24.6942293,Al Olaya,Riyadh,,,,,,,Claim this business,,SA|Riyadh|MMVG+MWV، Prince Mohammad Bin Abdulaziz Rd|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJD3MEM7cDLz4RIr9QVburKJs,[],
تموينات يوسف اليوسف,,Haunted house,Haunted house,,,,,[],ChIJo2pudQADLz4R5tHWjxFOjZw,46.6849024,24.6968776,Al Olaya,Riyadh,,,,,,,Claim this business,,"SA|Riyadh|MMWM+QX2, Prince Muhammad Ibn Abd Al Aziz|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJo2pudQADLz4R5tHWjxFOjZw,[],
Hrco commercial kitchen & laundry equipment,+966 55 518 6478,Manufacturer,Manufacturer,http://www.hrcoksa.com/,,,1: 8 AM–5:30 PM|2: 8 AM–5:30 PM|3: 8 AM–5:30 PM|4: 8 AM–5:30 PM|5: 8 AM–5:30 PM|6: Closed|7: 8 AM–5:30 PM,[],ChIJY1JiKAADLz4RaUH1HcXvNgk,46.6788228,24.7050369,Al Olaya,Riyadh,,,,,12214.0,,Claim this business,,SA|12214|Riyadh|2695 الرياض SA، 8898|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJY1JiKAADLz4RaUH1HcXvNgk,[],
مؤسسة سيت آب التجارية,+966 53 424 3711,Restaurant supply store,Restaurant supply store,,,,1: 10 AM–8 PM|2: 10 AM–8 PM|3: 10 AM–8 PM|4: 10 AM–8 PM|5: 10 AM–8 PM|6: Closed|7: 10 AM–8 PM,[],ChIJo4H5JBIDLz4RTQXCGeVDBho,46.6829523,24.6947358,Al Olaya,Riyadh,,,,,,,Claim this business,,SA|Riyadh|MMVM+V5W فندق نارسيس، شارع التحلية_ خلف|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJo4H5JBIDLz4RTQXCGeVDBho,[],
ZAD AL TABEEA COMPANY,+966 53 650 8332,Food products supplier,Food products supplier,,,,1: 8 AM–5 PM|2: 8 AM–5 PM|3: 8 AM–5 PM|4: 8 AM–5 PM|5: 8 AM–5 PM|6: Closed|7: Closed,[],ChIJk3NKXCEDLz4Ru-1yj6R7sK0,46.6814526,24.6871278,Al Olaya,Riyadh,,,,,,,Claim this business,,"SA|10624|Riyadh|MMPJ+VH4, Prince Sultan Bin Abdulaziz Rd|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJk3NKXCEDLz4Ru-1yj6R7sK0,[],
مؤسسه الإبداع الفني Creative Tech,+966 55 045 8580,Foundation,Foundation,,,,1: 8 AM–6 PM|2: 8 AM–6 PM|3: 8 AM–6 PM|4: 8 AM–6 PM|5: 8 AM–6 PM|6: Closed|7: 8 AM–6 PM,[],ChIJtdnjaYIELz4RHGl9-H6ag24,46.7027789,24.6768796,Al Olaya,Riyadh,,,,,,,Claim this business,,"SA|12611|Riyadh|MPG3+Q42, Prince Abdulaziz Ibn Musaid Ibn Jalawi St|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJtdnjaYIELz4RHGl9-H6ag24,[],
الحلول الفنية المتعددة,,Foundation,Foundation,,,,,[],ChIJp2DEUQADLz4RDlJJFxTZsZM,46.693811,24.6782113,Al Olaya,Riyadh,,,,,,,Claim this business,,SA|12611|Riyadh|العليا العليا، 9067|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJp2DEUQADLz4RDlJJFxTZsZM,[],
Sahm Medical Foundation,,Foundation,Foundation,http://sahammedical.com/,,,,[],ChIJK8dPijsDLz4Rf1amc3RixpA,46.6849024,24.6968776,Al Olaya,Riyadh,,,,,12324.0,,Claim this business,,SA|12324|Riyadh|3987 Prince Muhammad Ibn Abd Al Aziz|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJK8dPijsDLz4Rf1amc3RixpA,[],
Parking,,Free parking lot,Free parking lot,,,,,[],ChIJxcNIbQUDLz4R49rwWnnQpew,46.6899469,24.6867547,Al Olaya,Riyadh,,,,,,,Claim this business,,"SA|12221|Riyadh|2635 Abdullah Ibn Salmah St, RHOA6737, 6737|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJxcNIbQUDLz4R49rwWnnQpew,[],
Parking,,Free parking lot,Free parking lot,,,,1: Open 24 hours|2: Open 24 hours|3: Open 24 hours|4: Open 24 hours|5: Open 24 hours|6: Open 24 hours|7: Open 24 hours,[],ChIJleXhbJYDLz4RTFYBknVkbjA,46.6882836,24.6826013,Al Olaya,Riyadh,,,,,,,Claim this business,,"SA|12211|Riyadh|3688 Wadi Ad Dawasir, 6421|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJleXhbJYDLz4RTFYBknVkbjA,[],
ZBOM Showroom Riyadh,,Kitchen furniture store,Kitchen furniture store,,,,,[],ChIJUX1SKgADLz4R2wlUAdH4BpY,46.6761592,24.6842724,Al Olaya,Riyadh,,,,,,,Claim this business,,"SA|Riyadh|MMMG+PF3, Al Takhassousi|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJUX1SKgADLz4R2wlUAdH4BpY,[],
الفارس العربي للخدمات,,Furniture accessories,Furniture accessories,,,,,[],ChIJnTgzZwADLz4R5grOwjBSlh8,46.681053,24.6929505,Al Olaya,Riyadh,,,,,12313.0,,Claim this business,Delivery,SA|Riyadh|MMVJ+5CM|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJnTgzZwADLz4R5grOwjBSlh8,[],
GECE GAS EQUIPMENT & CONTRACTING CO,,Contractor,Contractor,,,,,[],ChIJqc1aSgADLz4ReU1LnuXVX24,46.7011415,24.692201,Al Olaya,Riyadh,,,,,,,Claim this business,,"SA|12221|Riyadh|MPR2+VFJ, Prince Abdulaziz Ibn Musaid Ibn Jalawi St, As Sulimaniyah السليمانية Prince Abdul Aziz bin Msaed bin Jalawi|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJqc1aSgADLz4ReU1LnuXVX24,[],
hajaty supermarkit,+966 56 613 1363,Grocery store,Grocery store,,,,,[],ChIJtUxICVoDLz4RAR5_icuSvKI,46.6806472,24.695087,Al Olaya,Riyadh,,,,,,,Claim this business,Delivery,SA|Riyadh|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJtUxICVoDLz4RAR5_icuSvKI,[],
تموينات المرجان,,Supermarket,Supermarket,,,,1: 6 AM–12 AM|2: 6 AM–12 AM|3: 6 AM–12 AM|4: 6 AM–12 AM|5: 6 AM–12 AM|6: 6 AM–12 AM|7: 6 AM–12 AM,[],ChIJ-8t06LYDLz4RVUJM9qRp-48,46.680463,24.6967758,Al Olaya,Riyadh,,,,,,,Claim this business,Delivery,SA|Riyadh|RHOD2860، 2860 طريق الملك فهد الفرعي، 7975، حي العليا، الرياض 12213،|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJ-8t06LYDLz4RVUJM9qRp-48,[],
تموينات دنياء العروبه,+966 55 979 7628,Supermarket,Supermarket,http://www.saudia.com/,,,1: Open 24 hours|2: Open 24 hours|3: Open 24 hours|4: Open 24 hours|5: Open 24 hours|6: Open 24 hours|7: Open 24 hours,[],ChIJydPaLQADLz4RmsRHcy_NEG0,46.6770675,24.7145717,Al Olaya,Riyadh,,,,,,,Claim this business,Delivery,"SA|12215|Riyadh|PM7G+RRG, Al Urubah Rd|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJydPaLQADLz4RmsRHcy_NEG0,[],
بقالة العبدالسلام,,Grocery store,Grocery store,,,,,[],ChIJW3H_SwADLz4ROdQwxfZNEGY,46.6952499,24.6883644,Al Olaya,Riyadh,,,,,12221.0,,Claim this business,,SA|12221|Riyadh|RHOA3163، 3163 سليمان بن علي آل الشيخ، 6913|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJW3H_SwADLz4ROdQwxfZNEGY,[],
ABDULLAH ALQARNI SUPERMARKET,,Grocery store,Grocery store,,,,,[],ChIJ2x6OFgADLz4RY7HlnOBLeAE,46.6988433,24.6866202,Al Olaya,Riyadh,,,,,12221.0,,Claim this business,,SA|12221|3533Riyadh 12221Saudi|6730 Prince Abdulaziz Ibn Musaid Ibn Jalawi St|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJ2x6OFgADLz4RY7HlnOBLeAE,[],
AS Hair Salon | صالون AS,+966 50 645 8663,Hair salon,Hair salon,,,,,[],ChIJzRy4UwADLz4Rda-rQjoKsAU,46.6799616,24.6858505,Al Olaya,Riyadh,,,,,12311.0,,Claim this business,,SA|Riyadh|MMPH+8XW|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJzRy4UwADLz4Rda-rQjoKsAU,[],
Sonom Herbal,+966 57 320 8136,Herbal medicine store,Herbal medicine store,,,,1: Open 24 hours|2: Open 24 hours|3: Open 24 hours|4: Open 24 hours|5: Open 24 hours|6: Open 24 hours|7: Open 24 hours,[],ChIJIWdkLpkDLz4RM-1kWs6Qtuc,46.6806472,24.695087,Al Olaya,Riyadh,,,,,,,Claim this business,Delivery,SA|80131|Riyadh|MMWJ+27J|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJIWdkLpkDLz4RM-1kWs6Qtuc,[],
عيادات النساء و الولادة,,Hospital department,Hospital department,,,,,[],ChIJIYsMLQADLz4R2rtDkT49xg8,46.6774621,24.7047907,Al Olaya,Riyadh,,,,,,,Claim this business,,"SA|12214|Riyadh|8807 King Fahd Rd, 2480|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJIYsMLQADLz4R2rtDkT49xg8,[],
جراحات العيون و الأنف و الأ ذن,,Hospital department,Hospital department,,,,,[],ChIJfeVrYgADLz4ReQzhPqBqV7s,46.6767168,24.7043986,Al Olaya,Riyadh,,,,,12214.0,,Claim this business,,SA|12214|Riyadh|8807 King Fahd Rd|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJfeVrYgADLz4ReQzhPqBqV7s,[],
هايبر ماركت المدينة,,Supermarket,Supermarket,,,,,[],ChIJ2wC6VwADLz4R011327y015k,46.6849024,24.6968776,Al Olaya,Riyadh,,,,,,,Claim this business,Delivery,"SA|Riyadh|MMWM+QX2, Prince Muhammad Ibn Abd Al Aziz|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJ2wC6VwADLz4R011327y015k,[],
EDHAFAT Manufacturing and Industrial Services,+966 11 466 1313,Manufacturer,Manufacturer,http://www.edhafat.com/,,,1: 9 AM–5 PM|2: 9 AM–5 PM|3: 9 AM–5 PM|4: 9 AM–5 PM|5: 9 AM–5 PM|6: 9 AM–5 PM|7: Closed,[],ChIJ65W6SacDLz4Rc_7SK8LLgvI,46.6871752,24.6872131,Al Olaya,Riyadh,,,,,,,Claim this business,,"SA|12211|Riyadh|6926 No. 28, 3556|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJ65W6SacDLz4Rc_7SK8LLgvI,[],
WTW Insurance Brokerage Company LLC,,Insurance broker,Insurance broker,,,,1: 8 AM–5 PM|2: 8 AM–5 PM|3: 8 AM–5 PM|4: 8 AM–5 PM|5: 8 AM–5 PM|6: Closed|7: Closed,[],ChIJXUlOXwADLz4Rr7fhRDg43q4,46.6791274,24.708152,Al Olaya,Riyadh,,,,,12244.0,,Claim this business,,SA|Riyadh|PM5H+7M6|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJXUlOXwADLz4Rr7fhRDg43q4,[],
ليتونير LE TONNERRE,,Jewelry store,Jewelry store,,,,,[],ChIJY5KIRwADLz4RgS9EykbDDDA,46.6851739,24.6942761,Al Olaya,Riyadh,,,,,,,Claim this business,,"SA|12222|Riyadh|2160 No. 44, RHOB7573, 7573|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJY5KIRwADLz4RgS9EykbDDDA,[],
Faris Alfawzan Attorney Office,+966 55 541 5158,Law firm,Law firm,,,,1: 8 AM–4 PM|2: 8 AM–4 PM|3: 8 AM–4 PM|4: 8 AM–4 PM|5: 8 AM–4 PM|6: Closed|7: Closed,[],ChIJ1UwkbAAFLz4Rz_yTmkUJvM4,46.694328,24.675034,Al Olaya,Riyadh,,,,,12611.0,,Claim this business,,"SA|12611|Riyadh|8716 Alulaya, Alulaya, Ar Riyadh, 12611 - 2551|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJ1UwkbAAFLz4Rz_yTmkUJvM4,[],
Abdul latif Alarfaj&Brothers STE,+966 53 903 6667,Power station,Power station,,,,,[],ChIJ65fiWX8DLz4RiiW0zuaU-VQ,46.6969978,24.6783723,Al Olaya,Riyadh,,,,,,,Claim this business,,"SA|11543|Riyadh|MMHW+8QX, Galawy bin Turkey Muruj district|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJ65fiWX8DLz4RiiW0zuaU-VQ,[],
ALUNILE KSA,,Manufacturer,Manufacturer,,,,,[],ChIJF5RpEIgDLz4R2EcoKYcsUfk,46.6895305,24.6997421,Al Olaya,Riyadh,,,,,,,Claim this business,,"SA|12241|Riyadh|6336 Prince Muhammad Ibn Abd Al Aziz, 3446|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJF5RpEIgDLz4R2EcoKYcsUfk,[],
Gilbarco Veeder Root,,Manufacturer,Manufacturer,https://www.gilbarco.com/mea/,,,1: 9 AM–5 AM|2: 9 AM–5 PM|3: 9 AM–5 PM|4: 9 AM–5 PM|5: 9 AM–5 PM|6: Closed|7: Closed,[],ChIJT-gICvYDLz4R1_5RESyBhpk,46.6810234,24.7021372,Al Olaya,Riyadh,,,,,12211.0,,Claim this business,,SA|12211|Riyadh|6676 Olaya St|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJT-gICvYDLz4R1_5RESyBhpk,[],
Bonn Head Office,+966 11 453 5707,Pharmaceutical company,Pharmaceutical company,,,,1: 8 AM–5 PM|2: 8 AM–5 PM|3: 8 AM–5 PM|4: 8 AM–5 PM|5: 8 AM–5 PM|6: Closed|7: Closed,[],ChIJW64QTDgDLz4RtEz15924A7w,46.6815448,24.691583,Al Olaya,Riyadh,,,,,12313.0,,Claim this business,,SA|12313|Riyadh|7862 طريق الملك فهد الفرعي|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJW64QTDgDLz4RtEz15924A7w,[],
Aphapharma Scientific office,,Pharmaceutical company,Pharmaceutical company,http://alphapharma.com.sa/,,,,[],ChIJE3epNgADLz4RZLTDyOZX7Pw,46.6881307,24.6987165,Al Olaya,Riyadh,,,,,,,Claim this business,,"SA|12241|Riyadh|MMXQ+G74, Prince Muhammad Ibn Abd Al Aziz|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJE3epNgADLz4RZLTDyOZX7Pw,[],
AHK Group Head Office,+966 11 211 1181,Food processing company,Food processing company,http://www.ahk-group.com/,,,1: 9 AM–5 PM|2: 9 AM–5 PM|3: 9 AM–5 PM|4: 9 AM–5 PM|5: 9 AM–5 PM|6: Closed|7: Closed,[],ChIJbwsg0NMCLz4RswcRidfwu-I,46.6744372,24.711479,Al Olaya,Riyadh,,,,,,,Claim this business,,"SA|12214|Riyadh|PM6F+HQV, Street Number 94|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJbwsg0NMCLz4RswcRidfwu-I,[],
شركة الانباط الطبية,+966 11 215 4455,Medical technology manufacturer,Medical technology manufacturer,http://www.anbatmedical.com/,,,1: 9 AM–4 PM|2: 9 AM–4 PM|3: 9 AM–4 PM|4: 9 AM–4 PM|5: 9 AM–4 PM|6: 9 AM–4 PM|7: 9 AM–4 PM,[],ChIJr4dnHG0DLz4RFRxwpJwmpkg,46.679664,24.7033629,Al Olaya,Riyadh,,,,,,,Claim this business,,"SA|12214|Riyadh|PM3H+8VP, Olaya St|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJr4dnHG0DLz4RFRxwpJwmpkg,[],
Saturday Market سوق السبت,,Market,Market,,,,,[],ChIJTfsdXg4DLz4RZkdwRqfUIfA,46.684922,24.6968858,Al Olaya,Riyadh,,,,,,,Claim this business,,"SA|Riyadh|MMWM+QX3, Tahliah St|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJTfsdXg4DLz4RZkdwRqfUIfA,[],
زهرة الين,+966 55 879 7931,Perfume store,Perfume store,,,,,[],ChIJG1PoBZQDLz4RVdlwkUlTCtk,46.6805467,24.6950925,Al Olaya,Riyadh,,,,,,,Claim this business,Delivery,"SA|Riyadh|MMWJ+26M, الاندلس مول -طريق العليا العام|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJG1PoBZQDLz4RVdlwkUlTCtk,[],
عطارة فرحة العيد,+966 59 900 9580,Market,Market,,,,1: 8:10 AM–12 AM|2: 8:10 AM–12 AM|3: 8:10 AM–12 AM|4: 8:10 AM–12 AM|5: 8:10 AM–12 AM|6: 8:10 AM–12 AM|7: 8:10 AM–12 AM,[],ChIJkQ281n4dLz4RehY72KBLvUI,46.6616184,24.7386684,Al Olaya,Riyadh,,,,,,,Claim this business,,"SA|Riyadh|PMQ6+FJ9, Olaya St|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJkQ281n4dLz4RehY72KBLvUI,[],
شركة الحلول العربية لتقنية المعلومات,+966 11 461 3422,Marketing agency,Marketing agency,,,,1: 8 AM–6 PM|2: 8 AM–6 PM|3: 8 AM–6 PM|4: 8 AM–6 PM|5: 8 AM–6 PM|6: Closed|7: Closed,[],ChIJaatcAWcDLz4RZ0BSfxdrjLc,46.6920226,24.6811018,Al Olaya,Riyadh,,,,,12221.0,,Claim this business,,SA|12221|Riyadh|2858 Makkah Al Mukarramah Rd|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJaatcAWcDLz4RZ0BSfxdrjLc,[],
Deem medical care company level 29,,Corporate office,Corporate office,,,,,[],ChIJpyEjBZsDLz4RNH4SF30J9QI,46.6820784,24.6969424,Al Olaya,Riyadh,,,,,12213.0,,Claim this business,,SA|12213|Riyadh|3074 Prince Muhammad Ibn Abd Al Aziz|Al Olaya,,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJpyEjBZsDLz4RNH4SF30J9QI,[],
Rukn Umayya Trading Est.,,Medical supply store,Medical supply store,,,,,[],ChIJP2ncV9ACLz4RrSGYgenyIus,46.678505,24.7145963,Al Olaya,Riyadh,,,,,,,Claim this business,Delivery,"SA|11335|Riyadh|PM7H+RCJ, Prince Faisal Ibn Saad Ibn Abd Al Rahman|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJP2ncV9ACLz4RrSGYgenyIus,[],
Room Olaya Mine,,Apartment building,Apartment building,,,,,[],ChIJEbeocAADLz4REn-mYiLewqc,46.6956084,24.677601,Al Olaya,Riyadh,,,,,,,Claim this business,,"SA|12611|Riyadh|9021 Hind Bint Utbat, RHOC2680, 2680|Al Olaya",,,,open,,https://www.google.com/maps/place/?q=place_id:ChIJEbeocAADLz4REn-mYiLewqc,[],
